,ks,model
0,0.9186944920127399,XGB
1,0.9236914608813933,XGB
2,0.923679277756566,XGB
3,0.9219582415212699,XGB
4,0.9217540738124654,XGB
5,0.9214245619771908,XGB
6,0.9231858380392294,XGB
7,0.921029699026517,XGB
8,0.9222783380709128,XGB
9,0.9227084610539604,XGB
