,ks,model
0,0.6563130526652513,XGB
1,0.8277134867666656,XGB
2,0.7926642077831785,XGB
3,0.7367550141250323,XGB
4,0.6428763608045697,XGB
5,0.8792814230844065,XGB
6,0.6261453580126847,XGB
7,0.564229026826851,XGB
8,0.912896359156914,XGB
9,0.7160228446869963,XGB
