,ks,model
0,0.906730864168307,RF
1,0.8779342072733478,RF
2,0.9117843247507503,RF
3,0.9130973922974803,RF
4,0.8500191940190461,RF
5,0.9043951128514245,RF
6,0.9141077153687429,RF
7,0.8736030870957427,RF
8,0.9103411108572446,RF
9,0.9054589706423017,RF
