number,values_0,values_1,params_activation_function,params_batch_size,params_n_hidden_layers,params_optimizer,user_attrs_accuracy,user_attrs_activation_function,user_attrs_auroc,user_attrs_batch_size,user_attrs_f1,user_attrs_ks_statistic,user_attrs_max_distance_at,user_attrs_n_hidden_layers,user_attrs_optimizer,user_attrs_precision,user_attrs_recall,system_attrs_nsga2:generation,params_dropout,user_attrs_dropout,params_units_per_layer,user_attrs_units_per_layer
19,0.9141515221179632,0.6937658467720902,sigmoid,128,470,rmsprop,0.9507237449953804,sigmoid,0.9141515221179632,128,0.9480547395572114,0.6937658467720902,0.666261613368988,470,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
47,0.9151152300676,0.6972708692479288,sigmoid,160,410,rmsprop,0.9507237449953804,sigmoid,0.9151152300676,160,0.9480547395572114,0.6972708692479288,0.5622861385345459,410,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
4,0.9151498801716712,0.6972555515548634,sigmoid,128,430,rmsprop,0.9507237449953804,sigmoid,0.9151498801716712,128,0.9480547395572114,0.6972555515548634,0.5877752304077148,430,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
5,0.9168992317493654,0.7048880708026083,sigmoid,64,330,rmsprop,0.9507237449953804,sigmoid,0.9168992317493654,64,0.9480547395572114,0.7048880708026083,0.6236340403556824,330,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
7,0.9182569379411964,0.7109416941316802,softmax,96,50,rmsprop,0.9507237449953804,softmax,0.9182569379411964,96,0.9480547395572114,0.7109416941316802,0.5661588311195374,50,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
2,0.9183231267429351,0.7088376113414948,sigmoid,32,340,rmsprop,0.9507237449953804,sigmoid,0.9183231267429351,32,0.9480547395572114,0.7088376113414948,0.5812560319900513,340,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
41,0.9195578571058506,0.7122719245976059,sigmoid,64,240,adam,0.9507237449953804,sigmoid,0.9195578571058506,64,0.9480547395572114,0.7122719245976059,0.5933231115341187,240,adam,0.9480547395572114,0.9379740554334728,0,,,,
31,0.9203068432708662,0.716864437655891,sigmoid,160,280,rmsprop,0.9507237449953804,sigmoid,0.9203068432708662,160,0.9480547395572114,0.716864437655891,0.6040511131286621,280,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
33,0.9264410601324414,0.7375940168287942,tanh,160,390,rmsprop,0.9507237449953804,tanh,0.9264410601324414,160,0.9480547395572114,0.7375940168287942,0.5523278117179871,390,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
0,0.9267963472289552,0.7376041771534284,tanh,128,250,adam,0.9507237449953804,tanh,0.9267963472289552,128,0.9480547395572114,0.7376041771534284,0.6581937074661255,250,adam,0.9480547395572114,0.9379740554334728,0,,,,
9,0.926802409839076,0.7375827563170323,tanh,64,270,rmsprop,0.9507237449953804,tanh,0.926802409839076,64,0.9480547395572114,0.7375827563170323,0.5257210731506348,270,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
29,0.9268656995512252,0.7397366833745717,tanh,32,350,rmsprop,0.9507237449953804,tanh,0.9268656995512252,32,0.9480547395572114,0.7397366833745717,0.5771037936210632,350,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
45,0.9274159842003246,0.7406321893730408,tanh,64,160,rmsprop,0.9507237449953804,tanh,0.9274159842003246,64,0.9480547395572114,0.7406321893730408,0.7452638149261475,160,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
43,0.9274484397205986,0.7394782474880672,tanh,96,360,adam,0.9507237449953804,tanh,0.9274484397205986,96,0.9480547395572114,0.7394782474880672,0.4989110231399536,360,adam,0.9480547395572114,0.9379740554334728,0,,,,
16,0.9275968433832396,0.7409879126841002,tanh,96,140,rmsprop,0.9507237449953804,tanh,0.9275968433832396,96,0.9480547395572114,0.7409879126841002,0.638104259967804,140,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
30,0.9279889848183868,0.7431905722409484,tanh,64,140,rmsprop,0.9507237449953804,tanh,0.9279889848183868,64,0.9480547395572114,0.7431905722409484,0.5130085349082947,140,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
42,0.9282138263944316,0.7416478589677146,tanh,64,110,adam,0.9507237449953804,tanh,0.9282138263944316,64,0.9480547395572114,0.7416478589677146,0.5585554838180542,110,adam,0.9480547395572114,0.9379740554334728,0,,,,
14,0.9356517167487868,0.7519628158677295,relu,64,420,rmsprop,0.9507237449953804,relu,0.9356517167487868,64,0.9480547395572114,0.7519628158677295,0.6141017079353333,420,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
25,0.9367650096146124,0.7614682821011509,relu,96,190,adam,0.9507237449953804,relu,0.9367650096146124,96,0.9480547395572114,0.7614682821011509,0.4820257425308227,190,adam,0.9480547395572114,0.9379740554334728,0,,,,
24,0.9371669369247392,0.7562128889269103,relu,160,330,rmsprop,0.9507237449953804,relu,0.9371669369247392,160,0.9480547395572114,0.7562128889269103,0.6471478939056396,330,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
20,0.937187520074796,0.7559684698104463,relu,32,320,adam,0.9507237449953804,relu,0.937187520074796,32,0.9480547395572114,0.7559684698104463,0.5097911357879639,320,adam,0.9480547395572114,0.9379740554334728,0,,,,
17,0.9385793861118732,0.7618127564813655,relu,32,310,adam,0.9507237449953804,relu,0.9385793861118732,32,0.9480547395572114,0.7618127564813655,0.5376631021499634,310,adam,0.9480547395572114,0.9379740554334728,0,,,,
6,0.9423130525648834,0.762645490048651,relu,160,50,rmsprop,0.9507237449953804,relu,0.9423130525648834,160,0.9480547395572114,0.762645490048651,0.5326749086380005,50,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
15,0.9442287582267797,0.7672522090319566,relu,128,200,rmsprop,0.9507237449953804,relu,0.9442287582267797,128,0.9480547395572114,0.7672522090319566,0.3621248602867126,200,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
8,0.9455410652932842,0.7689032810865275,relu,64,120,rmsprop,0.9507237449953804,relu,0.9455410652932842,64,0.9480547395572114,0.7689032810865275,0.5375068187713623,120,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
49,0.9490203704124692,0.7725561687123604,relu,160,120,rmsprop,0.9507237449953804,relu,0.9490203704124692,160,0.9480547395572114,0.7725561687123604,0.4393729567527771,120,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
48,0.963771887880308,0.8074760348071568,relu,32,10,adam,0.9507237449953804,relu,0.963771887880308,32,0.9480547395572114,0.8074760348071568,0.5028023719787598,10,adam,0.9480547395572114,0.9379740554334728,0,,,,
12,0.9906909750735002,0.8998487536082326,relu,64,60,rmsprop,0.9507237449953804,relu,0.9906909750735002,64,0.9480547395572114,0.8998487536082326,0.4813582897186279,60,rmsprop,0.9480547395572114,0.9379740554334728,0,,,,
44,0.2347241323819115,0.0,softmax,64,350,SGD,0.4344625808438558,softmax,0.2347241323819115,64,0.4344625808438558,0.0,0.0,350,SGD,0.4344625808438558,1.0,0,,,,
43,0.4888687853174785,0.0139858991756629,softmax,96,460,SGD,0.4344625808438558,softmax,0.4888687853174785,96,0.4344625808438558,0.0139858991756629,0.5047885775566101,460,SGD,0.4344625808438558,1.0,0,,,,
19,0.5446243639002725,0.0744933114239366,softmax,160,110,SGD,0.5161995688327687,softmax,0.5446243639002725,160,0.4620415126528291,0.0744933114239366,0.4996117949485779,110,SGD,0.4620415126528291,0.6911462394555894,0,,,,
49,0.6152378480461763,0.2216403943717653,softmax,160,140,SGD,0.5987064983061288,softmax,0.6152378480461763,160,0.5306157257376769,0.2216403943717653,0.4999130368232727,140,SGD,0.5306157257376769,0.6615864464450273,0,,,,
14,0.7654738530472951,0.4509286295446467,softmax,160,260,SGD,0.6693255312596242,softmax,0.7654738530472951,160,0.7071042281219272,0.4509286295446467,0.4996552169322967,260,SGD,0.7071042281219272,0.4078117246756929,0,,,,
9,0.8630803666121526,0.581317546350623,sigmoid,96,20,SGD,0.7878041268863566,sigmoid,0.8630803666121526,96,0.7505032974661576,0.581317546350623,0.4858404397964477,20,SGD,0.7505032974661576,0.7663571276671156,0,,,,
17,0.8792566553629582,0.5944821925081882,sigmoid,128,460,SGD,0.7990144748999076,sigmoid,0.8792566553629582,128,0.7701133043540227,0.5944821925081882,0.4743404388427734,460,SGD,0.7701133043540227,0.7660735804919544,0,,,,
34,0.889364340868376,0.6163094110072548,sigmoid,64,500,SGD,0.8093316907914998,sigmoid,0.889364340868376,64,0.7816280062615626,0.6163094110072548,0.4403009116649627,500,SGD,0.7816280062615626,0.7786914297866308,0,,,,
15,0.8911888236459907,0.6152522122437308,sigmoid,96,360,SGD,0.8128734216199569,sigmoid,0.8911888236459907,96,0.8092414324220254,0.6152522122437308,0.4511172175407409,360,SGD,0.8092414324220254,0.7448784291486497,0,,,,
39,0.8925957236436635,0.6232600304128009,softmax,96,460,rmsprop,0.8117955035417308,softmax,0.8925957236436635,96,0.771640168501155,0.6232600304128009,0.4932787120342254,460,rmsprop,0.771640168501155,0.8050613170766286,0,,,,
4,0.8953424624081789,0.6305840803517075,softmax,96,380,rmsprop,0.816661533723437,softmax,0.8953424624081789,96,0.7846669459572685,0.6305840803517075,0.4828939437866211,380,rmsprop,0.7846669459572685,0.7966257886155809,0,,,,
36,0.8988502353518375,0.6336815008680226,sigmoid,32,140,SGD,0.8137665537419156,sigmoid,0.8988502353518375,32,0.7639507466596803,0.6336815008680226,0.5172280669212341,140,SGD,0.7639507466596803,0.8268235627702559,0,,,,
8,0.900359597513872,0.6530103526720868,tanh,160,70,SGD,0.8201108715737604,tanh,0.900359597513872,160,0.7713366596638656,0.6530103526720868,0.5523226261138916,70,SGD,0.7713366596638656,0.8328489402424328,0,,,,
25,0.9019898451492794,0.6548611685251163,relu,128,190,SGD,0.8181706190329535,relu,0.9019898451492794,128,0.7613585675141783,0.6548611685251163,0.5904763340950012,190,SGD,0.7613585675141783,0.8469554122067059,0,,,,
24,0.9044456558341124,0.6619236364283632,relu,128,160,SGD,0.821835540498922,relu,0.9044456558341124,128,0.7673820845649659,0.6619236364283632,0.5801257491111755,160,SGD,0.7673820845649659,0.846530091443964,0,,,,
2,0.9087017278083696,0.672941002974825,relu,96,250,SGD,0.831413612565445,relu,0.9087017278083696,96,0.7872496173554269,0.672941002974825,0.5745145678520203,250,SGD,0.7872496173554269,0.8385907705394485,0,,,,
26,0.9136110136930796,0.6917230579160005,tanh,96,130,SGD,0.8318447797967354,tanh,0.9136110136930796,96,0.7787376700406163,0.6917230579160005,0.6195036768913269,130,SGD,0.7787376700406163,0.8562415821932374,0,,,,
45,0.9226141499251094,0.7277859952748854,softmax,32,150,rmsprop,0.8599014474899908,softmax,0.9226141499251094,32,0.8352743089659043,0.7277859952748854,0.6283594369888306,150,rmsprop,0.8352743089659043,0.8439781668675126,0,,,,
47,0.92315061467976,0.725197687317098,sigmoid,64,30,rmsprop,0.859008315368032,sigmoid,0.92315061467976,64,0.826045302128242,0.725197687317098,0.5744550228118896,30,rmsprop,0.826045302128242,0.8556744878429149,0,,,,
27,0.923857471398387,0.73031280856268,sigmoid,128,160,adam,0.8632275947028026,sigmoid,0.923857471398387,128,0.8383032339353212,0.73031280856268,0.590305745601654,160,adam,0.8383032339353212,0.8489402424328347,0,,,,
48,0.92440415631241,0.7315994754786452,sigmoid,128,160,rmsprop,0.8599322451493686,sigmoid,0.92440415631241,128,0.8265354922456788,0.7315994754786452,0.6019056439399719,160,rmsprop,0.8265354922456788,0.8575884312752534,0,,,,
12,0.9247019769679417,0.7353394902043989,sigmoid,128,270,rmsprop,0.859008315368032,sigmoid,0.9247019769679417,128,0.8221651227263507,0.7353394902043989,0.6023266315460205,270,rmsprop,0.8221651227263507,0.8619125256964627,0,,,,
31,0.9249301750798036,0.7348541764305861,sigmoid,160,340,adam,0.8687403757314444,sigmoid,0.9249301750798036,160,0.8535516770810888,0.7348541764305861,0.5551605224609375,340,adam,0.8535516770810888,0.8424186574041256,0,,,,
20,0.9253163832250708,0.736723633699899,sigmoid,128,440,rmsprop,0.8603942100400369,sigmoid,0.9253163832250708,128,0.8245863845945213,0.736723633699899,0.6180338263511658,440,rmsprop,0.8245863845945213,0.8620542992840434,0,,,,
38,0.925428000104429,0.7309356495877901,softmax,64,160,adam,0.865291037881121,softmax,0.925428000104429,64,0.8465427615181941,0.7309356495877901,0.56947922706604,160,adam,0.8465427615181941,0.8427022045792869,0,,,,
40,0.9254727506983956,0.7328281837646498,softmax,64,480,adam,0.8664921465968587,softmax,0.9254727506983956,64,0.8507537688442212,0.7328281837646498,0.5823066234588623,480,adam,0.8507537688442212,0.8400793932090451,0,,,,
46,0.925768500299913,0.7371192301086582,sigmoid,32,100,rmsprop,0.8652294425623652,sigmoid,0.925768500299913,32,0.8362241724828968,0.7371192301086582,0.5875256061553955,100,rmsprop,0.8362241724828968,0.8578010916566243,0,,,,
41,0.9258059259637912,0.736328948323288,sigmoid,64,220,rmsprop,0.843178318447798,sigmoid,0.9258059259637912,64,0.7803694719164023,0.736328948323288,0.6761276125907898,220,rmsprop,0.7803694719164023,0.8893457148933154,0,,,,
5,0.9258487541255136,0.7360483581423021,tanh,32,390,SGD,0.8640591315060056,tanh,0.9258487541255136,32,0.8338039809904263,0.7360483581423021,0.584074854850769,390,SGD,0.8338039809904263,0.858155525625576,0,,,,
33,0.9260639044040688,0.737223531708692,sigmoid,96,390,rmsprop,0.8692947336002463,sigmoid,0.9260639044040688,96,0.9289379838218664,0.737223531708692,0.3733487427234649,390,rmsprop,0.9289379838218664,0.7570709576805841,0,,,,
30,0.9262756653342088,0.7393327834482258,sigmoid,64,370,adam,0.861749307052664,sigmoid,0.9262756653342088,64,0.8234028244788164,0.7393327834482258,0.6211952567100525,370,adam,0.8234028244788164,0.8679379031686397,0,,,,
0,0.9263971395042028,0.7400582584213022,sigmoid,32,450,rmsprop,0.863658761934093,sigmoid,0.9263971395042028,32,0.8290278721957852,0.7400582584213022,0.5828801393508911,450,rmsprop,0.8290278721957852,0.8644644502729142,0,,,,
6,0.9265069188780416,0.7401701300808374,tanh,128,420,adam,0.8419156144133045,tanh,0.9265069188780416,128,0.7763271338834832,0.7401701300808374,0.7019460201263428,420,adam,0.7763271338834832,0.8935989225207344,0,,,,
3,0.9265936541569332,0.7371650056137917,tanh,64,490,adam,0.8618109023714198,tanh,0.9265936541569332,64,0.8233396074213498,0.7371650056137917,0.5985199213027954,490,adam,0.8233396074213498,0.8682214503438009,0,,,,
37,0.9268223000642576,0.7390868858346742,sigmoid,32,490,adam,0.8691407453033569,sigmoid,0.9268223000642576,32,0.8453615470852018,0.7390868858346742,0.5481503009796143,490,adam,0.8453615470852018,0.855249167080173,0,,,,
42,0.927575279715532,0.7415666342752275,tanh,128,140,adam,0.8656606097936557,tanh,0.927575279715532,128,0.8296015693702226,0.7415666342752275,0.5899472236633301,140,adam,0.8296015693702226,0.869355639044446,0,,,,
35,0.9279514356247256,0.7352970268415665,relu,32,250,SGD,0.8614413304588852,relu,0.9279514356247256,32,0.8251218191662155,0.7352970268415665,0.5818386077880859,250,SGD,0.8251218191662155,0.8642517898915432,0,,,,
29,0.928766473550627,0.7439694043595768,tanh,32,40,rmsprop,0.8678472436094857,tanh,0.928766473550627,32,0.8370416151627523,0.7439694043595768,0.5989434719085693,40,rmsprop,0.8370416151627523,0.8640391295101723,0,,,,
32,0.933192298608266,0.747860418803563,relu,128,30,rmsprop,0.8770865414228519,relu,0.933192298608266,128,0.8725692398350029,0.747860418803563,0.4831305146217346,30,rmsprop,0.8725692398350029,0.8397249592400936,0,,,,
28,0.9390202677669404,0.7547133608936771,relu,96,20,rmsprop,0.8735756082537727,relu,0.9390202677669404,96,0.8403429971416905,0.7547133608936771,0.5561264157295227,20,rmsprop,0.8403429971416905,0.8753101297228326,0,,,,
10,0.9414127269747328,0.763964093273772,relu,160,130,adam,0.8843855866954111,relu,0.9414127269747328,160,0.8730273113785401,0.763964093273772,0.5082319378852844,130,adam,0.8730273113785401,0.8587935067696888,0,,,,
23,0.9427098167161204,0.7648854324380663,relu,128,80,rmsprop,0.8858638743455497,relu,0.9427098167161204,128,0.9053706446332528,0.7648854324380663,0.3869271278381347,80,rmsprop,0.9053706446332528,0.8233501098745304,0,,,,
7,0.9556089973704792,0.7909863683688001,relu,160,170,rmsprop,0.8877425315676009,relu,0.9556089973704792,160,0.9370091896407686,0.7909863683688001,0.3470081686973572,170,rmsprop,0.9370091896407686,0.795066279152194,0,,,,
16,0.956183986045983,0.795508905665443,relu,160,170,adam,0.9004311672312905,relu,0.956183986045983,160,0.9069610778443112,0.795508905665443,0.4435380399227142,170,adam,0.9069610778443112,0.8589352803572694,0,,,,
21,0.9644349918939948,0.8086604460851156,relu,160,170,adam,0.9066522944256236,relu,0.9644349918939948,160,0.9197362437471578,0.8086604460851156,0.4599553346633911,170,adam,0.9197362437471578,0.8602112426454951,0,,,,
18,0.9724780527240632,0.8275550945629945,relu,96,380,rmsprop,0.915337234370188,relu,0.9724780527240632,96,0.9083848698403568,0.8275550945629945,0.4694837033748626,380,rmsprop,0.9083848698403568,0.8954419791592826,0,,,,
1,0.9750213340760252,0.8408993530247296,relu,32,190,rmsprop,0.9162919618109024,relu,0.9750213340760252,32,0.952411217923254,0.8408993530247296,0.3039450943470001,190,rmsprop,0.952411217923254,0.8497908839583186,0,,,,
22,0.9805531232090956,0.8567386776200834,relu,32,310,adam,0.9294425623652602,relu,0.9805531232090956,32,0.9318082151732204,0.8567386776200834,0.4287708699703216,310,adam,0.9318082151732204,0.9037357340327496,0,,,,
13,0.9814595963360928,0.861432346129247,relu,32,470,adam,0.9299045272559284,relu,0.9814595963360928,32,0.9127764984997556,0.861432346129247,0.553864598274231,470,adam,0.9127764984997556,0.9272701495711348,0,,,,
11,0.9815576268694974,0.8610228989435931,relu,32,320,adam,0.9306744687403756,relu,0.9815576268694974,32,0.9144874842679346,0.8610228989435931,0.5256930589675903,320,adam,0.9144874842679346,0.9271283759835542,0,,,,
4,0.3610403301540357,4.41194339829698e-05,softmax,128,290,SGD,0.5616569140745303,softmax,0.3610403301540357,128,0.146067415730337,4.41194339829698e-05,0.5001628994941711,290,SGD,0.146067415730337,0.0018430566385482,0,10.0,10.0,,
47,0.42833522914877,0.0064274437533094,softmax,160,60,SGD,0.5010163227594703,softmax,0.42833522914877,160,0.2868769074262461,0.0064274437533094,0.4929946660995483,60,SGD,0.2868769074262461,0.0999503792443467,0,10.0,10.0,,
36,0.8395714445326897,0.5505220308785777,sigmoid,128,10,SGD,0.7752386818601786,sigmoid,0.8395714445326897,128,0.7501653317657433,0.5505220308785777,0.4926412403583526,10,SGD,0.7501653317657433,0.7236832778053449,0,60.0,60.0,,
0,0.8821696401231158,0.6027084074729172,sigmoid,160,60,SGD,0.8047120418848167,sigmoid,0.8821696401231158,160,0.7754682179341658,0.6027084074729172,0.4998929500579834,60,SGD,0.7754682179341658,0.7748635429219536,0,70.0,70.0,,
29,0.8830483518615847,0.6076623223519642,sigmoid,160,370,SGD,0.8027717893440098,sigmoid,0.8830483518615847,160,0.775796634443251,0.6076623223519642,0.4647281169891357,370,SGD,0.775796634443251,0.7679875239242929,0,30.0,30.0,,
17,0.8836845958681272,0.6134369034826408,sigmoid,128,40,SGD,0.7922081921773945,sigmoid,0.8836845958681272,128,0.730692076228686,0.6134369034826408,0.5605797171592712,40,SGD,0.730692076228686,0.8262564684199334,0,0.0,0.0,,
5,0.8851361036284554,0.609966338095588,sigmoid,96,280,SGD,0.8011087157376039,sigmoid,0.8851361036284554,96,0.7469171670217574,0.609966338095588,0.4908343255519867,280,SGD,0.7469171670217574,0.8200893173601758,0,0.0,0.0,,
6,0.8856619448217861,0.606175556489415,sigmoid,64,170,SGD,0.8013242993532491,sigmoid,0.8856619448217861,64,0.7576389823664019,0.606175556489415,0.4704384207725525,170,SGD,0.7576389823664019,0.797972637697597,0,0.0,0.0,,
16,0.8923941674316731,0.6249254975473721,softmax,160,500,adam,0.8114259316291962,softmax,0.8923941674316731,160,0.775006888950124,0.6249254975473721,0.4776439070701599,500,adam,0.775006888950124,0.7974764301410647,0,80.0,80.0,,
13,0.8941283499380717,0.6269524128263737,softmax,96,280,rmsprop,0.8141669233138281,softmax,0.8941283499380717,96,0.7780150148081824,0.6269524128263737,0.4677924811840057,280,rmsprop,0.7780150148081824,0.8007372226554192,0,40.0,40.0,,
44,0.8983796486443161,0.638244100417345,sigmoid,32,460,SGD,0.8151216507545427,sigmoid,0.8983796486443161,32,0.7611497808713586,0.638244100417345,0.5252495408058167,460,SGD,0.7611497808713586,0.8371730346636421,0,30.0,30.0,,
18,0.9007962926673944,0.6465245719788568,softmax,128,410,adam,0.8248229134585772,softmax,0.9007962926673944,128,0.7928755305085925,0.6465245719788568,0.4945034682750702,410,adam,0.7928755305085925,0.8078259020344509,0,70.0,70.0,,
24,0.9011311336547044,0.6481645726766457,tanh,160,260,SGD,0.8118570988604866,tanh,0.9011311336547044,160,0.7482925617782193,0.6481645726766457,0.5894458889961243,260,SGD,0.7482925617782193,0.8543276387608989,0,20.0,20.0,,
31,0.9032977765592594,0.6609258747918875,softmax,160,410,rmsprop,0.8084077610101632,softmax,0.9032977765592594,160,0.7359947330620062,0.6609258747918875,0.5299366116523743,410,rmsprop,0.7359947330620062,0.8716949032395265,0,40.0,40.0,,
34,0.9049182672719795,0.6547254749190321,relu,64,170,SGD,0.8189713581767786,relu,0.9049182672719795,64,0.7593444689568232,0.6547254749190321,0.5567588210105896,170,SGD,0.7593444689568232,0.8539732047919473,0,80.0,80.0,,
20,0.9066315944767688,0.6648971797343787,sigmoid,128,100,adam,0.8170619032953496,sigmoid,0.9066315944767688,128,0.7497706281729769,0.6648971797343787,0.5964455604553223,100,adam,0.7497706281729769,0.8689303182817041,0,70.0,70.0,,
